ALX1	ALX4	1
ALX1	ETS1	1
ALX1	FOXD3	1
ALX1	SIX1	1
ALX1	TBX15	1
ALX1	TFAP2B	1
AR	CEBPA	1
AR	CREB1	1
AR	DMRT1	1
AR	E2F4	1
AR	ERG	1
AR	ESR1	1
AR	ETS1	1
AR	ETV1	1
AR	FOXA2	1
AR	FOXO1	1
AR	FOXP3	1
AR	GATA3	1
AR	GLI2	1
AR	GLI3	1
AR	MYC	1
AR	NFE2L2	1
AR	NKX3-1	1
AR	NR2C2	1
AR	ONECUT2	1
AR	PAX6	1
AR	RELA	1
AR	RREB1	1
AR	SRY	1
AR	TCF7L2	1
ARGFX	DUX4	1
ARGFX	DUXA	1
ARGFX	KLF17	1
ARGFX	VENTX	1
ARID5A	ARID3B	1
ARID5A	FOXH1	1
ARID5A	OLIG3	1
ARID5A	RUNX3	1
ARID5A	SOX5	1
ARNT2	BMAL1	1
ARNT2	CLOCK	1
ARNT2	NPAS4	1
ARNT2	POU3F2	1
ARNT2	THRB	1
ARX	FOXL2	1
ARX	HOXD13	1
ARX	POU3F4	1
ASCL1	ARNT2	1
ASCL1	ATOH1	1
ASCL1	BCL11B	1
ASCL1	BHLHE22	1
ASCL1	CREB1	1
ASCL1	DLX5	1
ASCL1	EBF1	1
ASCL1	EN2	1
ASCL1	EOMES	1
ASCL1	FEZF2	1
ASCL1	FOSL1	1
ASCL1	FOXA2	1
ASCL1	FOXG1	1
ASCL1	FOXH1	1
ASCL1	FOXS1	1
ASCL1	GATA2	1
ASCL1	GATA3	1
ASCL1	GATA4	1
ASCL1	GLI2	1
ASCL1	GLI3	1
ASCL1	GSX2	1
ASCL1	HES5	1
ASCL1	HES6	1
ASCL1	HEY1	1
ASCL1	HEY2	1
ASCL1	INSM1	1
ASCL1	JUN	1
ASCL1	KLF4	1
ASCL1	LHX1	1
ASCL1	LHX3	1
ASCL1	LHX6	1
ASCL1	LHX9	1
ASCL1	LMX1A	1
ASCL1	LMX1B	1
ASCL1	MEF2A	1
ASCL1	MEF2C	1
ASCL1	MEIS2	1
ASCL1	MYC	1
ASCL1	MYCN	1
ASCL1	NEUROD1	1
ASCL1	NEUROD2	1
ASCL1	NEUROG1	1
ASCL1	NEUROG2	1
ASCL1	NFIB	1
ASCL1	NKX2-1	1
ASCL1	NKX2-2	1
ASCL1	NKX6-1	1
ASCL1	NR2E1	1
ASCL1	NR2F1	1
ASCL1	NR2F6	1
ASCL1	NR4A2	1
ASCL1	OLIG1	1
ASCL1	OLIG2	1
ASCL1	OLIG3	1
ASCL1	ONECUT2	1
ASCL1	OTX2	1
ASCL1	PAX2	1
ASCL1	PAX3	1
ASCL1	PAX6	1
ASCL1	PAX7	1
ASCL1	PHOX2A	1
ASCL1	POU3F2	1
ASCL1	POU3F3	1
ASCL1	POU3F4	1
ASCL1	POU4F1	1
ASCL1	POU4F2	1
ASCL1	REST	1
ASCL1	SCRT1	1
ASCL1	SOX1	1
ASCL1	SOX11	1
ASCL1	SOX17	1
ASCL1	SOX2	1
ASCL1	SOX8	1
ASCL1	SP8	1
ASCL1	SP9	1
ASCL1	TBR1	1
ASCL1	TCF12	1
ASCL1	TCF4	1
ASCL1	TP53	1
ASCL1	ZIC1	1
ASCL2	BCL6	1
ASCL2	CDX2	1
ASCL2	EOMES	1
ASCL2	ESRRB	1
ASCL2	GATA3	1
ASCL2	KLF5	1
ASCL2	MYC	1
ASCL2	PRDM1	1
ASCL2	TCF12	1
ASCL2	TCF4	1
ASCL2	TCF7	1
ATF1	ASCL1	1
ATF1	ATF2	1
ATF1	ATF4	1
ATF1	CREB1	1
ATF1	CREB3	1
ATF1	CREB3L1	1
ATF1	CREB3L2	1
ATF1	CREB3L4	1
ATF1	CREB5	1
ATF1	CREM	1
ATF1	FOS	1
ATF1	GABPA	1
ATF1	HNF1A	1
ATF1	JUN	1
ATF1	MITF	1
ATF1	NFIL3	1
ATF1	REST	1
ATF1	TCF12	1
ATF2	ASCL1	1
ATF2	ATF3	1
ATF2	ATF4	1
ATF2	ATF7	1
ATF2	BACH1	1
ATF2	CEBPA	1
ATF2	CEBPB	1
ATF2	CEBPG	1
ATF2	CREB1	1
ATF2	CREB3	1
ATF2	CREB3L1	1
ATF2	CREB3L2	1
ATF2	CREB3L4	1
ATF2	CREB5	1
ATF2	CREM	1
ATF2	ESR1	1
ATF2	FOS	1
ATF2	FOSL1	1
ATF2	FOSL2	1
ATF2	GATA3	1
ATF2	HMGA1	1
ATF2	IRF3	1
ATF2	IRF7	1
ATF2	JDP2	1
ATF2	JUN	1
ATF2	JUNB	1
ATF2	NFYA	1
ATF2	NFYC	1
ATF2	NR2E1	1
ATF2	POU2F1	1
ATF2	PPARG	1
ATF2	REST	1
ATF2	SMAD3	1
ATF2	SMAD4	1
ATF2	STAT3	1
ATF2	TCF12	1
ATF2	TP53	1
ATF3	ATF6	1
ATF3	ATF7	1
ATF3	CEBPA	1
ATF3	CEBPD	1
ATF3	CEBPG	1
ATF3	CREB1	1
ATF3	EGR4	1
ATF3	ESR1	1
ATF3	IRF4	1
ATF3	IRF7	1
ATF3	JUN	1
ATF3	KLF4	1
ATF3	KLF6	1
ATF3	MAFB	1
ATF3	MAFF	1
ATF3	MAFG	1
ATF3	MAFK	1
ATF3	MEF2A	1
ATF3	MYC	1
ATF3	NFATC2	1
ATF3	NFATC4	1
ATF3	NFE2	1
ATF3	NFE2L2	1
ATF3	NR4A1	1
ATF3	NR4A2	1
ATF3	NRL	1
ATF3	RELA	1
ATF3	STAT1	1
ATF3	TCF12	1
ATF3	USF1	1
ATF4	ATF3	1
ATF4	ATF6	1
ATF4	CEBPA	1
ATF4	CEBPD	1
ATF4	CEBPG	1
ATF4	CREB1	1
ATF4	CREB3	1
ATF4	CREB3L1	1
ATF4	CREB5	1
ATF4	ETS2	1
ATF4	FOXO1	1
ATF4	JUN	1
ATF4	NFE2L2	1
ATF4	RUNX2	1
ATF4	SREBF1	1
ATF6	BHLHA15	1
ATF6	CEBPA	1
ATF6	CEBPD	1
ATF6	CREB1	1
ATF6	CREB3L1	1
ATF6	ESR1	1
ATF6	FOXO1	1
ATF6	JUN	1
ATF6	NFE2L2	1
ATF6	PPARA	1
ATF6	RUNX2	1
ATF7	CEBPG	1
ATF7	MEF2A	1
ATOH1	ASCL2	1
ATOH1	CDX2	1
ATOH1	FOXC1	1
ATOH1	FOXC2	1
ATOH1	FOXG1	1
ATOH1	FOXP2	1
ATOH1	GATA3	1
ATOH1	GFI1B	1
ATOH1	GLI2	1
ATOH1	HES5	1
ATOH1	HEY1	1
ATOH1	HEY2	1
ATOH1	HIC1	1
ATOH1	HOXB1	1
ATOH1	INSM1	1
ATOH1	KLF4	1
ATOH1	LHX1	1
ATOH1	LHX3	1
ATOH1	LHX9	1
ATOH1	LMX1A	1
ATOH1	LMX1B	1
ATOH1	NEUROG1	1
ATOH1	NEUROG2	1
ATOH1	NKX2-2	1
ATOH1	OLIG1	1
ATOH1	OLIG2	1
ATOH1	OLIG3	1
ATOH1	OTX2	1
ATOH1	PAX2	1
ATOH1	PAX4	1
ATOH1	PAX6	1
ATOH1	POU4F1	1
ATOH1	POU4F3	1
ATOH1	PTF1A	1
ATOH1	SIX1	1
ATOH1	SOX2	1
ATOH1	SPDEF	1
ATOH1	TCF12	1
ATOH1	TCF4	1
ATOH7	HES5	1
ATOH7	MYC	1
ATOH7	ONECUT2	1
ATOH7	OTX2	1
ATOH7	PAX6	1
ATOH7	POU4F1	1
ATOH7	POU4F3	1
ATOH7	SIX1	1
ATOH7	TCF12	1
ATOH7	TCF4	1
ATOH7	VSX1	1
BACH1	ATF7	1
BACH1	MAFF	1
BACH2	ATF2	1
BACH2	ATF7	1
BACH2	BACH1	1
BACH2	BATF	1
BACH2	BCL11B	1
BACH2	BCL6	1
BACH2	CREB5	1
BACH2	EBF1	1
BACH2	EOMES	1
BACH2	ETS1	1
BACH2	FOS	1
BACH2	FOSL2	1
BACH2	FOXO1	1
BACH2	FOXP1	1
BACH2	FOXP3	1
BACH2	GATA3	1
BACH2	IKZF1	1
BACH2	IRF4	1
BACH2	IRF8	1
BACH2	JUN	1
BACH2	LEF1	1
BACH2	MAF	1
BACH2	MAFB	1
BACH2	MAFF	1
BACH2	MAFG	1
BACH2	MAFK	1
BACH2	MEF2D	1
BACH2	MYC	1
BACH2	PATZ1	1
BACH2	PAX5	1
BACH2	PRDM1	1
BACH2	RUNX1	1
BACH2	RUNX3	1
BACH2	SATB1	1
BACH2	SPIB	1
BACH2	STAT5B	1
BACH2	TCF12	1
BACH2	TCF7	1
BACH2	ZBTB32	1
BARX2	CREB1	1
BARX2	TBX6	1
BATF	ASCL2	1
BATF	ATF3	1
BATF	ATF4	1
BATF	ATF6	1
BATF	BCL11A	1
BATF	BCL11B	1
BATF	BCL6	1
BATF	CEBPA	1
BATF	CEBPB	1
BATF	CEBPD	1
BATF	CEBPG	1
BATF	CREB3	1
BATF	CTCF	1
BATF	EBF1	1
BATF	EOMES	1
BATF	ETS1	1
BATF	FOS	1
BATF	FOXH1	1
BATF	FOXO1	1
